year,county,state,days,good,moderate,unhealthy_for_sensitive_groups,unhealthy,very_unhealthy,max_aqi,90%_aqi,median_aqi,co,no2,o3,so2,pm2_5,pm10
2020,Hamilton,OH,366,210,149,7,NA,NA,126,70,48,NA,13,118,2,233,NA
2020,Jefferson,OH,366,299,66,1,NA,NA,112,58,37,NA,NA,191,8,166,1
2020,Madison,OH,245,220,25,NA,NA,NA,84,51,39,NA,NA,245,NA,NA,NA
2020,Adams,OH,333,314,19,NA,NA,NA,81,45,27,NA,NA,NA,46,287,NA
2020,Allen,OH,360,318,41,1,NA,NA,105,52,36,NA,NA,224,1,135,NA
2020,Ashtabula,OH,364,347,17,NA,NA,NA,93,44,31,NA,NA,241,123,NA,NA
2020,Athens,OH,86,83,3,NA,NA,NA,61,41,23.5,NA,NA,NA,NA,86,NA
2020,Belmont,OH,366,357,9,NA,NA,NA,66,30,12,NA,276,NA,NA,82,8
2020,Butler,OH,366,298,64,4,NA,NA,126,61,40,NA,NA,290,16,57,3
2020,Clark,OH,365,296,68,1,NA,NA,108,57,40,NA,NA,198,22,145,NA
2020,Clermont,OH,361,325,36,NA,NA,NA,100,50,35,NA,NA,210,NA,151,NA
2020,Clinton,OH,229,205,24,NA,NA,NA,97,54,39,NA,NA,229,NA,NA,NA
2020,Columbiana,OH,364,364,NA,NA,NA,NA,31,7,1,NA,NA,NA,316,NA,48
2020,Cuyahoga,OH,366,223,133,9,1,NA,152,67,46,NA,NA,146,5,211,4
2020,Delaware,OH,244,222,21,1,NA,NA,101,50,38,NA,NA,244,NA,NA,NA
2020,Fayette,OH,341,318,23,NA,NA,NA,80,49,35,NA,NA,341,NA,NA,NA
2020,Gallia,OH,366,340,23,3,NA,NA,116,43,7,NA,NA,NA,366,NA,NA
2020,Geauga,OH,245,214,31,NA,NA,NA,100,61,41,NA,NA,245,NA,NA,NA
2020,Greene,OH,245,220,25,NA,NA,NA,93,51,39,NA,NA,245,NA,NA,NA
2020,Hancock,OH,8,8,NA,NA,NA,NA,21,21,0,NA,NA,NA,8,NA,NA
2020,Knox,OH,245,226,19,NA,NA,NA,80,49,38,NA,NA,245,NA,NA,NA
2020,Lake,OH,366,315,41,10,NA,NA,140,59,36.5,NA,NA,215,7,142,2
2020,Lawrence,OH,364,326,38,NA,NA,NA,77,51,35,NA,NA,196,10,158,NA
2020,Licking,OH,245,230,15,NA,NA,NA,77,48,37,NA,NA,245,NA,NA,NA
2020,Lorain,OH,358,322,35,NA,1,NA,154,51,35,NA,NA,184,NA,174,NA
2020,Lucas,OH,366,303,55,8,NA,NA,136,61,38,NA,NA,198,12,156,NA
2020,Mahoning,OH,365,320,44,1,NA,NA,142,54,38,NA,NA,160,1,204,NA
2020,Medina,OH,360,321,39,NA,NA,NA,93,51,35,NA,NA,185,NA,175,NA
2020,Miami,OH,229,217,12,NA,NA,NA,93,49,39,NA,NA,229,NA,NA,NA
2020,Montgomery,OH,361,246,111,4,NA,NA,112,64,44,NA,NA,160,NA,200,1
2020,Morgan,OH,349,348,1,NA,NA,NA,96,9,1,NA,NA,NA,349,NA,NA
2020,Noble,OH,356,335,21,NA,NA,NA,87,47,36,NA,NA,347,NA,9,NA
2020,Portage,OH,262,229,32,1,NA,NA,101,55,39,NA,NA,241,NA,21,NA
2020,Preble,OH,366,315,50,1,NA,NA,101,54,38,NA,NA,232,NA,134,NA
2020,Scioto,OH,366,361,5,NA,NA,NA,92,31,14,NA,NA,NA,13,93,260
2020,Stark,OH,358,262,92,4,NA,NA,119,62,42,NA,NA,166,NA,192,NA
2020,Summit,OH,365,280,82,3,NA,NA,114,59,39,NA,NA,118,4,243,NA
2020,Trumbull,OH,357,315,39,2,1,NA,153,52,37,NA,NA,218,NA,139,NA
2020,Warren,OH,361,293,64,4,NA,NA,115,59,39,NA,NA,210,NA,151,NA
2020,Washington,OH,245,233,11,1,NA,NA,108,48,38,NA,NA,245,NA,NA,NA
2020,Wood,OH,229,216,13,NA,NA,NA,80,46,34,NA,NA,229,NA,NA,NA
2020,Harrison,OH,304,304,NA,NA,NA,NA,49,23,1,259,NA,NA,NA,40,5
2020,Guernsey,OH,20,20,NA,NA,NA,NA,50,33,2,NA,NA,NA,20,NA,NA
2020,Hancock,ME,366,339,26,1,NA,NA,105,48,35,NA,NA,357,NA,9,NA
2020,Knox,ME,148,142,6,NA,NA,NA,71,45,31,NA,NA,148,NA,NA,NA
2020,Washington,ME,348,346,2,NA,NA,NA,61,44,33,NA,NA,348,NA,NA,NA
2020,Androscoggin,ME,360,344,16,NA,NA,NA,66,44,29,NA,NA,188,NA,169,3
2020,Aroostook,ME,366,341,24,NA,1,NA,189,47,33,NA,NA,255,NA,95,16
2020,Cumberland,ME,366,320,46,NA,NA,NA,97,53,38,NA,11,229,NA,125,1
2020,Kennebec,ME,230,227,3,NA,NA,NA,64,44,35,NA,4,196,NA,29,1
2020,Oxford,ME,324,313,11,NA,NA,NA,65,44,33,NA,NA,224,NA,100,NA
2020,Penobscot,ME,362,351,11,NA,NA,NA,73,44,29,NA,NA,208,NA,151,3
2020,York,ME,235,223,12,NA,NA,NA,87,47,39,NA,NA,235,NA,NA,NA
2020,Erie,PA,363,329,34,NA,NA,NA,87,49,34,3,NA,258,NA,102,NA
2020,Franklin,PA,363,363,NA,NA,NA,NA,50,42,32,NA,NA,363,NA,NA,NA
2020,Monroe,PA,357,355,2,NA,NA,NA,80,44,33,NA,NA,357,NA,NA,NA
2020,Adams,PA,366,320,46,NA,NA,NA,86,54,40,NA,NA,278,NA,88,NA
2020,Delaware,PA,366,249,114,3,NA,NA,129,64,43,NA,3,134,NA,229,NA
2020,Fayette,PA,363,324,39,NA,NA,NA,100,51,37,NA,NA,231,NA,132,NA
2020,Greene,PA,359,335,23,1,NA,NA,101,49,36,NA,NA,258,NA,101,NA
2020,Lawrence,PA,363,354,9,NA,NA,NA,93,43,31,NA,NA,363,NA,NA,NA
2020,Montgomery,PA,366,313,53,NA,NA,NA,99,56,38,NA,NA,219,NA,147,NA
2020,Warren,PA,364,356,8,NA,NA,NA,95,24,9,NA,NA,NA,364,NA,NA
2020,Washington,PA,366,299,67,NA,NA,NA,100,58,41,NA,1,221,NA,144,NA
2020,Cumberland,PA,363,292,69,2,NA,NA,137,55,33,NA,NA,NA,NA,363,NA
2020,York,PA,366,301,65,NA,NA,NA,97,57,40,NA,13,190,NA,163,NA
2020,Allegheny,PA,366,213,141,12,NA,NA,128,79,47,NA,NA,145,16,203,2
2020,Armstrong,PA,366,309,54,3,NA,NA,122,54,38.5,NA,NA,213,NA,153,NA
2020,Beaver,PA,366,279,86,1,NA,NA,142,62,42,NA,1,215,NA,150,NA
2020,Berks,PA,362,280,81,1,NA,NA,102,58,40,NA,NA,218,NA,144,NA
2020,Blair,PA,361,310,51,NA,NA,NA,87,54,38,NA,NA,218,1,142,NA
2020,Bucks,PA,351,331,16,4,NA,NA,115,46,33,NA,NA,351,NA,NA,NA
2020,Cambria,PA,366,309,57,NA,NA,NA,89,56,38,1,NA,168,NA,197,NA
2020,Centre,PA,366,324,42,NA,NA,NA,90,51,38,NA,NA,268,NA,98,NA
2020,Chester,PA,355,296,58,1,NA,NA,143,55,39,NA,NA,198,NA,157,NA
2020,Clearfield,PA,343,341,2,NA,NA,NA,54,42,31,NA,NA,343,NA,NA,NA
2020,Dauphin,PA,366,277,86,3,NA,NA,116,61,40,NA,NA,200,NA,166,NA
2020,Elk,PA,358,356,2,NA,NA,NA,67,44,34,NA,NA,358,NA,NA,NA
2020,Lackawanna,PA,366,333,33,NA,NA,NA,81,50,37.5,NA,23,247,NA,96,NA
2020,Lancaster,PA,366,258,103,4,1,NA,153,62,43,NA,NA,164,NA,199,3
2020,Lehigh,PA,359,316,43,NA,NA,NA,93,52,37,NA,NA,231,NA,123,5
2020,Luzerne,PA,356,354,2,NA,NA,NA,54,43,31,NA,NA,307,NA,NA,49
2020,Lycoming,PA,366,329,36,1,NA,NA,109,51,37,NA,NA,250,NA,116,NA
2020,Mercer,PA,366,319,46,1,NA,NA,105,54,38,NA,NA,258,NA,108,NA
2020,Northampton,PA,365,313,51,1,NA,NA,117,54,38,NA,6,225,NA,134,NA
2020,Philadelphia,PA,366,281,80,5,NA,NA,119,59,41,NA,35,168,NA,163,NA
2020,Somerset,PA,365,357,8,NA,NA,NA,71,44,34,NA,NA,365,NA,NA,NA
2020,Tioga,PA,352,334,18,NA,NA,NA,79,47,37,NA,NA,277,NA,75,NA
2020,Westmoreland,PA,362,331,31,NA,NA,NA,81,50,35,NA,NA,242,NA,120,NA
2020,Indiana,PA,358,331,26,1,NA,NA,112,48,36,NA,NA,322,9,27,NA
2020,Lebanon,PA,170,144,25,1,NA,NA,115,55,30,NA,NA,2,NA,168,NA
2020,Bradford,PA,358,337,21,NA,NA,NA,81,48,37,NA,NA,261,NA,97,NA
2020,Susquehanna,PA,365,351,14,NA,NA,NA,71,40,23,NA,NA,NA,NA,365,NA
2020,Wyoming,PA,361,341,20,NA,NA,NA,76,43,25,NA,NA,NA,NA,361,NA
2021,Albany,NY,273,227,44,2,NA,NA,118,55,38,NA,NA,178,NA,95,NA
2021,Bronx,NY,274,214,52,7,1,NA,154,72,41,1,20,145,NA,108,NA
2021,Chautauqua,NY,273,230,42,1,NA,NA,105,58,39,NA,NA,255,2,16,NA
2021,Dutchess,NY,273,255,17,1,NA,NA,129,48,35,NA,NA,266,7,NA,NA
2021,Erie,NY,274,213,60,1,NA,NA,101,64,40,1,9,173,1,90,NA
2021,Essex,NY,273,229,43,1,NA,NA,101,61,42,NA,NA,270,NA,3,NA
2021,Hamilton,NY,271,256,15,NA,NA,NA,100,48,35,NA,NA,268,3,NA,NA
2021,Jefferson,NY,214,195,19,NA,NA,NA,97,49,37,NA,NA,214,NA,NA,NA
2021,Kings,NY,178,162,16,NA,NA,NA,79,50,29.5,NA,NA,NA,NA,178,NA
2021,Monroe,NY,274,218,56,NA,NA,NA,100,58,38.5,1,NA,176,NA,97,NA
2021,Nassau,NY,272,251,20,1,NA,NA,118,44,22,NA,NA,NA,10,262,NA
2021,New York,NY,274,224,43,6,1,NA,154,65,38,1,NA,178,NA,95,NA
2021,Niagara,NY,268,242,25,1,NA,NA,108,50,36.5,NA,NA,268,NA,NA,NA
2021,Oneida,NY,255,237,17,1,NA,NA,107,43,19,NA,NA,NA,NA,255,NA
2021,Onondaga,NY,273,230,42,1,NA,NA,113,56,38,NA,NA,196,NA,77,NA
2021,Orange,NY,272,236,35,1,NA,NA,149,54,36,NA,NA,211,NA,61,NA
2021,Putnam,NY,272,253,18,1,NA,NA,112,48,36,NA,NA,266,6,NA,NA
2021,Queens,NY,273,215,49,8,1,NA,153,71,40,NA,25,155,1,92,NA
2021,Richmond,NY,272,226,40,6,NA,NA,149,64,38,NA,NA,174,NA,98,NA
2021,Saratoga,NY,219,205,14,NA,NA,NA,93,49,35,NA,NA,219,NA,NA,NA
2021,St. Lawrence,NY,273,233,30,10,NA,NA,116,66,10,NA,NA,NA,273,NA,NA
2021,Steuben,NY,274,231,42,1,NA,NA,124,55,37,1,NA,186,NA,87,NA
2021,Suffolk,NY,274,231,32,10,1,NA,154,77,40,1,NA,238,NA,35,NA
2021,Tompkins,NY,238,212,25,1,NA,NA,105,54,39,NA,NA,238,NA,NA,NA
2021,Wayne,NY,269,248,21,NA,NA,NA,100,49,36,NA,NA,269,NA,NA,NA
2021,Westchester,NY,273,235,32,6,NA,NA,143,61,38,NA,NA,237,NA,36,NA
2021,Oswego,NY,268,245,23,NA,NA,NA,97,49,36,NA,NA,268,NA,NA,NA
2021,Rockland,NY,272,250,22,NA,NA,NA,100,49,35.5,NA,NA,246,NA,26,NA
2021,Franklin,OH,274,189,85,NA,NA,NA,100,67,44,1,6,134,NA,133,NA
2021,Hamilton,OH,304,162,137,5,NA,NA,140,77,48,NA,7,130,3,164,NA
2021,Jefferson,OH,270,144,116,9,1,NA,155,77,49,NA,NA,71,21,178,NA
2021,Madison,OH,198,181,17,NA,NA,NA,84,50,39,NA,NA,198,NA,NA,NA
2021,Allen,OH,273,215,58,NA,NA,NA,87,60,41,NA,NA,184,NA,89,NA
2021,Ashtabula,OH,273,243,28,2,NA,NA,112,51,36,NA,NA,211,62,NA,NA
2021,Athens,OH,83,75,8,NA,NA,NA,74,49,22,NA,NA,NA,NA,83,NA
2021,Belmont,OH,273,249,24,NA,NA,NA,74,46,13,NA,184,NA,2,77,10
2021,Butler,OH,304,165,134,5,NA,NA,116,74,48,NA,NA,127,1,160,16
2021,Clark,OH,273,171,102,NA,NA,NA,100,68,45,NA,NA,117,NA,156,NA
2021,Clermont,OH,302,259,43,NA,NA,NA,97,54,38,NA,NA,216,NA,86,NA
2021,Clinton,OH,209,178,31,NA,NA,NA,84,58,40,NA,NA,209,NA,NA,NA
2021,Columbiana,OH,272,272,NA,NA,NA,NA,35,16,1,NA,NA,NA,227,NA,45
2021,Cuyahoga,OH,274,120,150,4,NA,NA,115,83,53,1,NA,102,3,162,6
2021,Delaware,OH,209,191,18,NA,NA,NA,77,49,39,NA,NA,209,NA,NA,NA
2021,Fayette,OH,238,218,20,NA,NA,NA,90,49,38,NA,NA,238,NA,NA,NA
2021,Gallia,OH,272,257,14,1,NA,NA,118,33,6,NA,NA,NA,272,NA,NA
2021,Geauga,OH,185,147,38,NA,NA,NA,97,71,42,NA,NA,185,NA,NA,NA
2021,Greene,OH,214,191,23,NA,NA,NA,97,51,39,NA,NA,214,NA,NA,NA
2021,Hancock,OH,273,273,NA,NA,NA,NA,47,9,0,NA,NA,NA,273,NA,NA
2021,Knox,OH,214,194,20,NA,NA,NA,97,50,38,NA,NA,214,NA,NA,NA
2021,Lake,OH,273,204,62,7,NA,NA,122,71,40,NA,NA,172,1,99,1
2021,Lawrence,OH,273,199,74,NA,NA,NA,99,61,41,NA,NA,115,NA,158,NA
2021,Licking,OH,214,196,18,NA,NA,NA,87,50,39,NA,NA,214,NA,NA,NA
2021,Lorain,OH,273,219,54,NA,NA,NA,90,57,38,NA,NA,151,NA,122,NA
2021,Lucas,OH,272,191,76,5,NA,NA,122,68,43,NA,NA,154,NA,118,NA
2021,Mahoning,OH,273,206,66,1,NA,NA,110,65,41,NA,NA,133,NA,140,NA
2021,Medina,OH,273,208,65,NA,NA,NA,93,64,42,NA,NA,169,NA,104,NA
2021,Miami,OH,214,184,30,NA,NA,NA,87,58,40,NA,NA,214,NA,NA,NA
2021,Montgomery,OH,268,159,108,1,NA,NA,101,73,47,NA,NA,125,NA,143,NA
2021,Morgan,OH,233,233,NA,NA,NA,NA,39,9,1,NA,NA,NA,233,NA,NA
2021,Noble,OH,228,197,31,NA,NA,NA,84,54,39,NA,NA,228,NA,NA,NA
2021,Portage,OH,213,172,40,1,NA,NA,108,64,41,NA,NA,197,NA,16,NA
2021,Preble,OH,274,191,83,NA,NA,NA,97,64,42,1,NA,145,NA,128,NA
2021,Scioto,OH,273,255,18,NA,NA,NA,85,40,16,NA,NA,NA,10,90,173
2021,Stark,OH,273,164,106,3,NA,NA,127,74,46,NA,NA,128,NA,145,NA
2021,Summit,OH,273,194,76,3,NA,NA,105,67,42,NA,NA,155,6,112,NA
2021,Trumbull,OH,273,202,68,3,NA,NA,147,71,41,NA,NA,156,NA,116,1
2021,Warren,OH,304,233,69,2,NA,NA,119,64,41,NA,NA,193,NA,111,NA
2021,Washington,OH,214,191,23,NA,NA,NA,87,51,40,NA,NA,213,1,NA,NA
2021,Wood,OH,214,185,29,NA,NA,NA,90,54,40,NA,NA,214,NA,NA,NA
2021,Harrison,OH,166,156,10,NA,NA,NA,63,36,5,124,NA,NA,NA,42,NA
2021,Guernsey,OH,271,268,3,NA,NA,NA,59,23,4,NA,NA,NA,271,NA,NA
2021,Hancock,ME,305,276,26,3,NA,NA,133,50,38,2,NA,286,NA,17,NA
2021,Knox,ME,211,192,17,2,NA,NA,119,50,35,NA,NA,211,NA,NA,NA
2021,Washington,ME,302,293,9,NA,NA,NA,90,44,35,NA,NA,302,NA,NA,NA
2021,Androscoggin,ME,297,276,21,NA,NA,NA,94,46,31,NA,NA,158,NA,136,3
2021,Aroostook,ME,273,252,19,1,1,NA,174,49,34,NA,NA,174,NA,79,20
2021,Cumberland,ME,305,278,24,3,NA,NA,129,49,36,1,3,264,NA,33,4
2021,Kennebec,ME,228,218,9,1,NA,NA,125,46,33,NA,NA,209,NA,19,NA
2021,Oxford,ME,304,283,20,1,NA,NA,113,46,33,NA,NA,206,NA,98,NA
2021,Penobscot,ME,304,281,23,NA,NA,NA,100,48,33,NA,NA,204,NA,98,2
2021,York,ME,240,217,20,3,NA,NA,129,50,37,NA,NA,240,NA,NA,NA
2021,Erie,PA,208,176,32,NA,NA,NA,91,54,36.5,3,3,130,NA,65,7
2021,Franklin,PA,227,213,14,NA,NA,NA,77,48,36,NA,NA,227,NA,NA,NA
2021,Monroe,PA,206,189,17,NA,NA,NA,84,49,36,NA,NA,206,NA,NA,NA
2021,Adams,PA,243,166,74,3,NA,NA,129,67,43,1,NA,155,NA,87,NA
2021,Delaware,PA,243,173,67,3,NA,NA,142,71,42,NA,5,131,NA,107,NA
2021,Fayette,PA,232,178,53,1,NA,NA,113,59,38,NA,NA,101,NA,131,NA
2021,Greene,PA,227,168,58,1,NA,NA,113,62,42,NA,NA,144,NA,83,NA
2021,Lawrence,PA,217,198,19,NA,NA,NA,87,50,32,NA,NA,217,NA,NA,NA
2021,Montgomery,PA,234,172,56,6,NA,NA,150,71,42,NA,NA,131,NA,103,NA
2021,Warren,PA,229,221,4,4,NA,NA,139,33,9,NA,NA,NA,229,NA,NA
2021,Washington,PA,243,154,88,1,NA,NA,123,71,45,NA,NA,120,1,122,NA
2021,Cumberland,PA,241,185,55,1,NA,NA,114,58,36,NA,NA,NA,NA,241,NA
2021,York,PA,235,157,76,2,NA,NA,148,71,43,NA,NA,120,NA,115,NA
2021,Allegheny,PA,274,129,140,4,1,NA,153,84,52,1,NA,95,2,176,NA
2021,Armstrong,PA,228,157,70,1,NA,NA,108,74,43,NA,NA,141,NA,87,NA
2021,Beaver,PA,243,159,81,3,NA,NA,125,68,45,NA,1,118,NA,124,NA
2021,Berks,PA,243,170,68,5,NA,NA,133,76,43,NA,NA,151,NA,92,NA
2021,Blair,PA,227,174,51,2,NA,NA,120,61,38,NA,NA,80,9,138,NA
2021,Bucks,PA,222,179,33,10,NA,NA,143,67,39,NA,NA,222,NA,NA,NA
2021,Cambria,PA,232,153,78,1,NA,NA,130,67,44,4,NA,95,NA,133,NA
2021,Centre,PA,243,188,53,1,1,NA,161,64,41,NA,NA,161,1,81,NA
2021,Chester,PA,230,186,42,2,NA,NA,138,61,39,NA,NA,121,NA,109,NA
2021,Clearfield,PA,223,220,3,NA,NA,NA,54,44,34,NA,NA,223,NA,NA,NA
2021,Dauphin,PA,237,159,76,2,NA,NA,127,70,43,NA,NA,101,NA,136,NA
2021,Elk,PA,238,220,18,NA,NA,NA,87,49,37,NA,NA,238,NA,NA,NA
2021,Lackawanna,PA,235,192,42,1,NA,NA,137,58,38,2,15,143,NA,75,NA
2021,Lancaster,PA,243,139,100,3,1,NA,155,74,48,NA,NA,88,NA,152,3
2021,Lehigh,PA,234,175,58,NA,1,NA,153,64,39,NA,NA,110,NA,119,5
2021,Luzerne,PA,233,216,17,NA,NA,NA,90,49,35,NA,NA,204,NA,NA,29
2021,Lycoming,PA,232,192,39,1,NA,NA,111,58,39,NA,NA,126,NA,106,NA
2021,Mercer,PA,243,189,53,1,NA,NA,112,67,40,NA,NA,170,NA,73,NA
2021,Northampton,PA,243,183,56,4,NA,NA,148,74,42,NA,4,139,NA,100,NA
2021,Philadelphia,PA,274,171,92,9,2,NA,152,79,46,1,13,135,NA,125,NA
2021,Somerset,PA,242,218,24,NA,NA,NA,90,50,37.5,NA,NA,242,NA,NA,NA
2021,Tioga,PA,228,188,39,1,NA,NA,131,58,39,NA,NA,165,NA,63,NA
2021,Westmoreland,PA,232,168,63,1,NA,NA,124,62,39.5,NA,NA,49,NA,183,NA
2021,Indiana,PA,226,164,60,2,NA,NA,122,64,41,NA,NA,122,NA,104,NA
2021,Lebanon,PA,243,181,60,2,NA,NA,117,67,41,NA,NA,114,NA,129,NA
2021,Bradford,PA,234,191,42,1,NA,NA,116,60,39,NA,NA,127,NA,107,NA
2021,Susquehanna,PA,216,190,24,2,NA,NA,133,53,28,NA,NA,NA,NA,216,NA
2021,Wyoming,PA,220,197,22,1,NA,NA,127,51,26.5,NA,NA,NA,NA,220,NA
