year,county,state,days,good,moderate,unhealthy_for_sensitive_groups,unhealthy,very_unhealthy,max_aqi,90%_aqi,median_aqi,co,no2,o3,so2,pm2_5,pm10
2003,Hamilton,OH,365,78,232,49,6,NA,197,109,64,NA,26,62,59,218,NA
2003,Jefferson,OH,365,108,182,65,9,1,202,114,63,5,NA,39,129,191,1
2003,Madison,OH,212,128,65,15,3,1,202,97,47,NA,NA,212,NA,NA,NA
2003,Monroe,OH,61,60,1,NA,NA,NA,54,35,20,NA,NA,NA,NA,NA,61
2003,Adams,OH,365,286,67,12,NA,NA,120,71,24,NA,NA,NA,365,NA,NA
2003,Allen,OH,365,291,59,11,4,NA,195,71,31,NA,NA,207,142,NA,16
2003,Ashtabula,OH,365,289,56,15,3,2,204,77,36,NA,NA,205,160,NA,NA
2003,Athens,OH,109,65,43,1,NA,NA,110,73,42,NA,NA,NA,NA,107,2
2003,Belmont,OH,363,250,80,31,2,NA,171,97,29,NA,NA,NA,348,NA,15
2003,Butler,OH,365,120,208,32,3,2,217,101,58,NA,NA,103,56,206,NA
2003,Clark,OH,354,236,100,15,1,2,216,85,44,NA,NA,171,103,80,NA
2003,Clermont,OH,365,219,119,22,5,NA,200,97,44,NA,NA,173,192,NA,NA
2003,Clinton,OH,213,122,65,20,6,NA,195,108,48,NA,NA,213,NA,NA,NA
2003,Columbiana,OH,359,258,67,32,2,NA,159,96,23,NA,NA,NA,326,NA,33
2003,Crawford,OH,359,281,66,8,4,NA,195,71,36,NA,NA,359,NA,NA,NA
2003,Cuyahoga,OH,365,80,248,31,4,2,207,101,63,NA,7,46,72,221,19
2003,Delaware,OH,213,139,56,13,4,1,201,97,45,NA,NA,213,NA,NA,NA
2003,Fayette,OH,348,272,65,9,2,NA,177,77,36,NA,NA,348,NA,NA,NA
2003,Gallia,OH,360,295,57,7,1,NA,163,62,19,NA,NA,NA,309,51,NA
2003,Geauga,OH,204,119,65,13,5,2,216,100,47.5,NA,NA,204,NA,NA,NA
2003,Greene,OH,248,173,59,12,4,NA,187,84,44,NA,NA,209,NA,19,20
2003,Hancock,OH,40,40,NA,NA,NA,NA,36,31,23,NA,NA,NA,NA,NA,40
2003,Knox,OH,214,151,48,12,2,1,207,87,44,NA,NA,214,NA,NA,NA
2003,Lake,OH,365,157,137,66,3,2,207,110,54,6,NA,125,192,42,NA
2003,Lawrence,OH,365,247,108,8,2,NA,164,77,41,NA,NA,155,110,97,3
2003,Licking,OH,236,159,61,12,4,NA,192,84,43,NA,NA,210,NA,NA,26
2003,Lorain,OH,364,255,96,10,3,NA,172,71,38,NA,NA,141,126,97,NA
2003,Lucas,OH,365,116,216,27,6,NA,197,99,59,NA,NA,87,64,213,1
2003,Mahoning,OH,365,130,218,14,1,2,212,89,57,NA,NA,59,32,274,NA
2003,Medina,OH,212,140,59,9,4,NA,195,90,45,NA,NA,212,NA,NA,NA
2003,Meigs,OH,361,304,46,11,NA,NA,121,65,16,NA,NA,NA,361,NA,NA
2003,Miami,OH,214,120,75,14,3,2,210,97,48,NA,NA,214,NA,NA,NA
2003,Montgomery,OH,365,123,214,23,3,2,217,95,57,5,NA,82,1,277,NA
2003,Morgan,OH,358,271,50,28,9,NA,200,101,21,NA,NA,NA,358,NA,NA
2003,Noble,OH,358,259,89,7,2,1,213,71,38.5,NA,NA,295,NA,63,NA
2003,Portage,OH,259,141,97,17,2,2,219,97,47,NA,NA,179,NA,80,NA
2003,Preble,OH,245,168,72,3,2,NA,156,74,44,NA,NA,176,NA,69,NA
2003,Scioto,OH,365,291,73,1,NA,NA,102,62,21,NA,NA,NA,251,109,5
2003,Seneca,OH,166,164,2,NA,NA,NA,53,30,15,NA,NA,NA,NA,NA,166
2003,Stark,OH,365,213,129,18,3,2,212,88,46,7,NA,151,95,90,22
2003,Summit,OH,365,98,199,64,3,1,204,116,64,NA,NA,48,124,191,2
2003,Trumbull,OH,362,153,187,17,3,2,210,87,54,NA,NA,114,NA,247,1
2003,Tuscarawas,OH,352,270,72,9,1,NA,166,67,27,NA,NA,NA,352,NA,NA
2003,Warren,OH,212,131,55,16,9,1,213,112,45.5,NA,NA,212,NA,NA,NA
2003,Washington,OH,247,173,63,8,1,2,222,84,43,NA,NA,210,NA,NA,37
2003,Wood,OH,214,158,42,9,5,NA,177,80,44,NA,NA,214,NA,NA,NA
2003,Wyandot,OH,154,154,NA,NA,NA,NA,48,40,25,NA,NA,NA,NA,NA,154
2003,Franklin,ME,61,61,NA,NA,NA,NA,44,23,12,NA,NA,NA,NA,NA,61
2003,Hancock,ME,365,312,37,12,4,NA,195,61,39,NA,NA,360,NA,5,NA
2003,Knox,ME,203,169,23,10,NA,1,202,74,38,NA,NA,172,NA,NA,31
2003,Washington,ME,120,114,6,NA,NA,NA,97,40.5,16,NA,NA,NA,NA,120,NA
2003,Androscoggin,ME,56,54,2,NA,NA,NA,57,38,17.5,NA,NA,NA,NA,NA,56
2003,Aroostook,ME,365,341,24,NA,NA,NA,80,47,34,NA,NA,308,20,18,19
2003,Cumberland,ME,365,320,37,8,NA,NA,147,52,37,NA,89,242,11,17,6
2003,Kennebec,ME,287,267,18,1,1,NA,151,47,35,NA,NA,267,NA,NA,20
2003,MOBILE MONITORS,ME,137,107,21,8,1,NA,159,84,37,NA,NA,137,NA,NA,NA
2003,Oxford,ME,363,354,8,1,NA,NA,101,42,19,NA,NA,178,166,NA,19
2003,Penobscot,ME,354,310,39,4,NA,1,205,54,37,NA,NA,318,NA,35,1
2003,York,ME,358,314,33,9,2,NA,169,58,33,NA,175,183,NA,NA,NA
2003,Sagadahoc,ME,166,143,18,4,1,NA,156,61,37,NA,NA,166,NA,NA,NA
2003,Erie,PA,365,177,168,16,3,1,204,87,52,3,24,89,78,169,2
2003,Franklin,PA,192,128,58,4,2,NA,174,77,46,NA,NA,192,NA,NA,NA
2003,Adams,PA,365,169,177,17,2,NA,195,90,52,NA,NA,148,NA,217,NA
2003,Delaware,PA,364,224,112,25,1,2,203,90,45,NA,101,128,53,76,6
2003,Greene,PA,246,150,82,11,3,NA,200,90,47,1,NA,168,77,NA,NA
2003,Lawrence,PA,365,259,91,14,NA,1,218,77,40,NA,70,148,109,NA,38
2003,Montgomery,PA,365,265,86,11,2,1,202,83,40,3,111,142,34,70,5
2003,Warren,PA,363,220,66,67,10,NA,200,119,34,NA,NA,NA,363,NA,NA
2003,Washington,PA,365,94,223,42,5,1,217,105,64,NA,4,80,164,117,NA
2003,Cumberland,PA,349,161,173,14,1,NA,157,84,53,NA,NA,NA,NA,349,NA
2003,York,PA,364,233,103,25,2,1,202,88,44,1,111,128,22,89,13
2003,Allegheny,PA,365,70,212,62,19,2,218,130,67,NA,7,46,130,179,3
2003,Armstrong,PA,212,142,54,12,3,1,208,97,43.5,NA,NA,212,NA,NA,NA
2003,Beaver,PA,365,92,171,93,7,2,217,119,75,NA,12,86,234,33,NA
2003,Berks,PA,365,226,102,35,1,1,201,101,45,NA,79,115,94,74,3
2003,Blair,PA,365,274,79,9,3,NA,197,64,40,NA,74,178,98,NA,15
2003,Bucks,PA,365,241,94,23,5,2,205,94,43,NA,80,165,52,64,4
2003,Cambria,PA,365,230,117,16,2,NA,190,81,44,1,54,118,103,80,9
2003,Centre,PA,365,173,172,16,2,2,202,84,53,NA,2,147,18,198,NA
2003,Chester,PA,263,134,103,23,1,2,207,99,50,NA,NA,178,NA,85,NA
2003,Clearfield,PA,187,132,46,5,4,NA,192,84,44,NA,NA,187,NA,NA,NA
2003,Dauphin,PA,365,144,193,25,2,1,203,95,57,1,28,66,10,259,1
2003,Elk,PA,359,301,51,4,3,NA,182,61,34,NA,NA,359,NA,NA,NA
2003,Lackawanna,PA,365,206,149,8,2,NA,172,78,45,NA,29,103,8,225,NA
2003,Lancaster,PA,365,228,112,21,2,2,217,90,43,NA,81,146,47,85,6
2003,Lehigh,PA,365,170,169,22,3,1,202,92,53,NA,35,99,45,185,1
2003,Luzerne,PA,365,195,155,12,3,NA,172,81,48,3,23,88,7,237,7
2003,Lycoming,PA,365,295,55,11,4,NA,187,70,34,NA,NA,197,157,NA,11
2003,Mercer,PA,365,179,168,13,4,1,210,85,51,NA,NA,127,24,214,NA
2003,Northampton,PA,365,147,188,26,2,2,203,93,57,NA,11,90,45,201,18
2003,Perry,PA,365,272,83,7,3,NA,166,73,36,NA,43,153,81,88,NA
2003,Philadelphia,PA,365,143,183,34,5,NA,197,101,56,1,45,88,14,217,NA
2003,Schuylkill,PA,365,346,19,NA,NA,NA,90,41,19,14,NA,NA,351,NA,NA
2003,Somerset,PA,335,298,32,5,NA,NA,136,54,33,NA,NA,335,NA,NA,NA
2003,Tioga,PA,197,133,54,8,2,NA,185,87,44,NA,NA,197,NA,NA,NA
2003,Westmoreland,PA,365,221,130,10,3,1,205,77,44,NA,49,123,95,88,10
2004,Albany,NY,366,300,61,4,1,NA,154,64,34,NA,NA,261,31,74,NA
2004,Bronx,NY,366,154,200,11,1,NA,154,82,54,NA,72,34,42,218,NA
2004,Chautauqua,NY,366,229,102,31,4,NA,161,100,43,NA,NA,227,107,32,NA
2004,Chemung,NY,362,338,22,2,NA,NA,101,47,34,NA,NA,330,32,NA,NA
2004,Dutchess,NY,355,336,15,3,1,NA,185,46,31,NA,NA,355,NA,NA,NA
2004,Erie,NY,366,189,107,69,1,NA,157,113,49,NA,65,114,144,43,NA
2004,Essex,NY,366,289,66,11,NA,NA,136,67,41.5,NA,NA,324,NA,41,1
2004,Franklin,NY,366,365,1,NA,NA,NA,71,32,11,NA,NA,90,44,NA,232
2004,Hamilton,NY,364,325,37,2,NA,NA,140,51,37,NA,NA,353,11,NA,NA
2004,Herkimer,NY,366,345,20,1,NA,NA,115,46,32,NA,NA,356,7,NA,3
2004,Jefferson,NY,216,182,30,4,NA,NA,150,74,37.5,NA,NA,216,NA,NA,NA
2004,Kings,NY,366,312,51,3,NA,NA,133,59,16,249,NA,NA,NA,112,5
2004,Madison,NY,366,335,28,3,NA,NA,115,48,32,NA,NA,340,26,NA,NA
2004,Monroe,NY,355,303,49,3,NA,NA,106,55,34,8,NA,178,101,68,NA
2004,Nassau,NY,359,303,54,2,NA,NA,109,57,32,NA,187,NA,78,94,NA
2004,New York,NY,366,226,134,6,NA,NA,131,75,44,46,149,NA,75,96,NA
2004,Niagara,NY,366,301,55,10,NA,NA,140,64,33,16,NA,183,88,77,2
2004,Oneida,NY,224,204,17,3,NA,NA,133,50,34,NA,NA,224,NA,NA,NA
2004,Onondaga,NY,366,331,34,1,NA,NA,102,49,28,44,NA,251,33,38,NA
2004,Orange,NY,267,195,63,7,2,NA,185,71,40,NA,NA,185,NA,82,NA
2004,Putnam,NY,364,316,40,7,1,NA,192,59,30,NA,NA,218,146,NA,NA
2004,Queens,NY,366,201,154,11,NA,NA,143,76,47.5,NA,136,42,5,183,NA
2004,Rensselaer,NY,362,315,34,11,2,NA,190,58,38,NA,NA,353,9,NA,NA
2004,Richmond,NY,264,174,76,12,1,1,201,84,42,NA,NA,180,NA,84,NA
2004,Saratoga,NY,363,321,33,7,2,NA,177,54,36,NA,NA,363,NA,NA,NA
2004,Schenectady,NY,366,348,15,3,NA,NA,136,44,29,14,NA,318,34,NA,NA
2004,St. Lawrence,NY,114,94,19,1,NA,NA,101,59,22,NA,NA,NA,NA,114,NA
2004,Steuben,NY,335,248,83,4,NA,NA,123,63,29,NA,NA,NA,NA,335,NA
2004,Suffolk,NY,366,258,92,13,3,NA,161,79,42,NA,10,252,62,42,NA
2004,Tompkins,NY,352,302,48,2,NA,NA,108,55,35.5,NA,NA,305,NA,47,NA
2004,Ulster,NY,366,321,37,8,NA,NA,143,54,37,NA,NA,358,6,NA,2
2004,Wayne,NY,212,191,19,2,NA,NA,108,50,33.5,NA,NA,212,NA,NA,NA
2004,Westchester,NY,350,298,44,8,NA,NA,129,63,29,NA,NA,272,NA,78,NA
2004,Oswego,NY,191,160,26,5,NA,NA,143,71,38,NA,NA,191,NA,NA,NA
2004,Franklin,OH,366,118,223,24,1,NA,151,90,58,NA,NA,86,9,265,6
2004,Hamilton,OH,366,96,208,60,2,NA,166,111,65,NA,26,61,99,180,NA
2004,Jefferson,OH,366,171,136,53,6,NA,200,110,53,7,NA,93,176,86,4
2004,Madison,OH,214,150,52,12,NA,NA,129,87,44,NA,NA,214,NA,NA,NA
2004,Monroe,OH,5,5,NA,NA,NA,NA,19,19,14,NA,NA,NA,NA,NA,5
2004,Adams,OH,366,283,75,7,1,NA,152,67,23,NA,NA,NA,366,NA,NA
2004,Allen,OH,366,314,47,5,NA,NA,129,61,31,NA,NA,210,133,NA,23
2004,Ashtabula,OH,363,308,39,14,2,NA,156,71,33,NA,NA,204,159,NA,NA
2004,Athens,OH,67,38,28,1,NA,NA,124,75,43,NA,NA,NA,NA,66,1
2004,Belmont,OH,360,241,85,34,NA,NA,137,99.5,34,NA,NA,NA,359,NA,1
2004,Butler,OH,366,183,161,21,1,NA,161,89,50.5,NA,NA,180,114,72,NA
2004,Clark,OH,366,241,110,14,1,NA,156,77,44,NA,NA,175,112,79,NA
2004,Clermont,OH,358,252,86,19,1,NA,188,80,40,NA,NA,169,189,NA,NA
2004,Clinton,OH,214,145,54,14,1,NA,154,93,45,NA,NA,214,NA,NA,NA
2004,Columbiana,OH,364,252,81,29,2,NA,156,94,26,NA,NA,NA,318,NA,46
2004,Crawford,OH,360,310,43,7,NA,NA,147,61,34,NA,NA,360,NA,NA,NA
2004,Cuyahoga,OH,366,102,233,29,2,NA,152,97,62,6,20,19,52,267,2
2004,Delaware,OH,214,158,43,13,NA,NA,129,84,44,NA,NA,214,NA,NA,NA
2004,Fayette,OH,349,286,55,8,NA,NA,136,64,35,NA,NA,349,NA,NA,NA
2004,Gallia,OH,364,299,53,12,NA,NA,145,61,19,NA,NA,NA,341,23,NA
2004,Geauga,OH,213,159,42,11,1,NA,154,90,43,NA,NA,213,NA,NA,NA
2004,Greene,OH,257,171,73,13,NA,NA,147,84,44,NA,NA,182,NA,71,4
2004,Hancock,OH,54,54,NA,NA,NA,NA,39,29,23,NA,NA,NA,NA,NA,54
2004,Knox,OH,208,163,36,9,NA,NA,143,84,42.5,NA,NA,208,NA,NA,NA
2004,Lake,OH,366,197,113,56,NA,NA,149,107,47,1,NA,107,198,60,NA
2004,Lawrence,OH,366,262,103,1,NA,NA,108,66,37,NA,NA,136,130,100,NA
2004,Licking,OH,238,166,58,14,NA,NA,122,84,43,NA,NA,211,NA,NA,27
2004,Lorain,OH,331,227,95,9,NA,NA,143,75,38,NA,NA,141,90,100,NA
2004,Lucas,OH,366,224,123,18,1,NA,161,89,44,NA,NA,132,94,87,53
2004,Mahoning,OH,366,150,200,15,1,NA,151,90,54,NA,NA,67,21,278,NA
2004,Medina,OH,208,162,38,8,NA,NA,150,84,42,NA,NA,208,NA,NA,NA
2004,Meigs,OH,355,297,46,12,NA,NA,134,61,16,NA,NA,NA,355,NA,NA
2004,Miami,OH,213,148,57,8,NA,NA,133,77,44,NA,NA,213,NA,NA,NA
2004,Montgomery,OH,366,261,102,3,NA,NA,117,70,37.5,99,NA,150,1,116,NA
2004,Morgan,OH,348,261,46,31,10,NA,200,106,23.5,NA,NA,NA,348,NA,NA
2004,Noble,OH,357,279,72,6,NA,NA,132,64,37,NA,NA,298,NA,59,NA
2004,Portage,OH,260,159,84,16,1,NA,151,91,45,NA,NA,177,NA,83,NA
2004,Preble,OH,260,177,82,1,NA,NA,105,64,44,NA,NA,164,NA,96,NA
2004,Scioto,OH,365,287,75,3,NA,NA,128,61,27,NA,NA,NA,241,105,19
2004,Seneca,OH,177,176,1,NA,NA,NA,52,28,16,NA,NA,NA,NA,NA,177
2004,Stark,OH,366,242,108,15,1,NA,151,83,42,52,NA,162,30,92,30
2004,Summit,OH,366,117,183,61,5,NA,163,111,62,NA,NA,50,123,193,NA
2004,Trumbull,OH,360,174,162,22,2,NA,159,91,51,NA,NA,122,NA,235,3
2004,Tuscarawas,OH,354,283,66,5,NA,NA,127,60,29,NA,NA,NA,354,NA,NA
2004,Warren,OH,213,137,55,20,1,NA,154,100,46,NA,NA,213,NA,NA,NA
2004,Washington,OH,237,177,52,8,NA,NA,129,80,43,NA,NA,210,NA,NA,27
2004,Wood,OH,214,167,41,6,NA,NA,129,67,41.5,NA,NA,214,NA,NA,NA
2004,Wyandot,OH,171,167,4,NA,NA,NA,70,40,22,NA,NA,NA,NA,NA,171
2004,Franklin,ME,61,61,NA,NA,NA,NA,31,19,11,NA,NA,NA,NA,NA,61
2004,Hancock,ME,366,321,32,13,NA,NA,147,54,36,NA,NA,361,NA,5,NA
2004,Knox,ME,181,159,18,4,NA,NA,115,58,36,NA,NA,181,NA,NA,NA
2004,Washington,ME,239,231,8,NA,NA,NA,84,41,27,NA,NA,163,NA,76,NA
2004,Androscoggin,ME,182,162,16,4,NA,NA,143,51,31,NA,NA,145,NA,NA,37
2004,Aroostook,ME,366,333,32,1,NA,NA,112,50,33,NA,NA,280,49,13,24
2004,Cumberland,ME,366,333,30,3,NA,NA,126,50,34.5,NA,95,222,17,25,7
2004,Kennebec,ME,209,189,16,4,NA,NA,147,50,30,NA,NA,180,NA,NA,29
2004,MOBILE MONITORS,ME,127,113,11,3,NA,NA,133,58,36,NA,NA,127,NA,NA,NA
2004,Oxford,ME,366,361,5,NA,NA,NA,93,42,19.5,NA,NA,183,176,NA,7
2004,Penobscot,ME,364,338,24,2,NA,NA,119,47,33,NA,NA,333,NA,30,1
2004,York,ME,268,223,36,8,1,NA,187,64,36,NA,85,183,NA,NA,NA
2004,Sagadahoc,ME,183,144,32,6,1,NA,169,80,39,NA,NA,183,NA,NA,NA
2004,Erie,PA,366,190,162,14,NA,NA,143,86,49,NA,17,94,58,197,NA
2004,Franklin,PA,197,144,49,4,NA,NA,119,80,44,NA,NA,197,NA,NA,NA
2004,Adams,PA,366,171,172,23,NA,NA,129,90,52,NA,NA,163,NA,203,NA
2004,Delaware,PA,366,237,112,15,2,NA,161,84,45,NA,112,126,33,82,13
2004,Greene,PA,215,157,47,11,NA,NA,140,74,44,1,NA,168,46,NA,NA
2004,Lawrence,PA,366,261,94,11,NA,NA,139,81,39,2,88,118,134,NA,24
2004,Montgomery,PA,366,271,83,12,NA,NA,150,76,39,1,117,166,14,67,1
2004,Warren,PA,365,253,74,34,4,NA,200,101,26,NA,NA,NA,365,NA,NA
2004,Washington,PA,366,112,213,40,1,NA,157,102,59,NA,4,55,162,145,NA
2004,Cumberland,PA,343,162,170,11,NA,NA,150,83,53,NA,NA,NA,NA,343,NA
2004,York,PA,366,214,130,20,2,NA,152,90,46,NA,108,134,42,80,2
2004,Allegheny,PA,366,81,201,67,17,NA,171,119,69,NA,5,30,115,214,2
2004,Armstrong,PA,214,152,44,18,NA,NA,150,97,43.5,NA,NA,214,NA,NA,NA
2004,Beaver,PA,366,112,172,70,12,NA,200,114,69,NA,13,57,256,39,1
2004,Berks,PA,366,234,114,17,1,NA,151,84,42,NA,103,100,80,79,4
2004,Blair,PA,366,276,81,9,NA,NA,123,69,41,1,80,185,89,NA,11
2004,Bucks,PA,366,272,79,13,2,NA,156,77,39,NA,126,145,19,73,3
2004,Cambria,PA,366,232,120,13,1,NA,177,84,44,1,56,120,90,83,16
2004,Centre,PA,366,186,165,15,NA,NA,146,81,50,NA,5,130,7,224,NA
2004,Chester,PA,253,131,96,23,3,NA,174,101,49,NA,NA,175,NA,78,NA
2004,Clearfield,PA,212,159,47,6,NA,NA,129,71,42,NA,NA,212,NA,NA,NA
2004,Dauphin,PA,366,149,197,19,1,NA,151,89,56,NA,28,69,14,252,3
2004,Elk,PA,354,309,39,6,NA,NA,122,58,34,NA,NA,354,NA,NA,NA
2004,Lackawanna,PA,366,224,135,7,NA,NA,133,75,42.5,NA,42,90,2,231,1
2004,Lancaster,PA,366,228,120,17,1,NA,182,87,44,NA,85,141,39,90,11
2004,Lehigh,PA,366,170,174,19,3,NA,174,90,52,NA,23,84,38,221,NA
2004,Luzerne,PA,366,213,143,10,NA,NA,136,75,44,1,29,88,11,237,NA
2004,Lycoming,PA,362,302,53,7,NA,NA,143,64,32,NA,NA,203,150,NA,9
2004,Mercer,PA,366,191,160,14,1,NA,151,87,49,NA,NA,131,19,216,NA
2004,Northampton,PA,366,144,190,28,4,NA,200,99,56,NA,12,92,78,166,18
2004,Perry,PA,366,278,86,2,NA,NA,108,66,34,NA,60,146,60,100,NA
2004,Philadelphia,PA,366,134,200,24,8,NA,172,97,55,NA,54,100,15,197,NA
2004,Schuylkill,PA,366,345,18,3,NA,NA,118,43,19.5,2,NA,NA,364,NA,NA
2004,Somerset,PA,359,335,23,1,NA,NA,119,47,32,NA,NA,359,NA,NA,NA
2004,Tioga,PA,205,160,40,5,NA,NA,136,67,42,NA,NA,205,NA,NA,NA
2004,Westmoreland,PA,366,229,128,8,1,NA,154,77,44,NA,53,128,80,91,14
2004,Indiana,PA,61,42,12,7,NA,NA,123,101,33,NA,10,NA,51,NA,NA
2005,Albany,NY,365,278,74,10,3,NA,166,71,39,NA,NA,275,20,70,NA
2005,Bronx,NY,365,150,193,21,1,NA,179,87,55,NA,95,40,31,199,NA
2005,Chautauqua,NY,365,240,91,27,7,NA,179,100,44,NA,NA,278,47,40,NA
2005,Chemung,NY,361,324,34,3,NA,NA,119,51,33,NA,NA,314,47,NA,NA
2005,Dutchess,NY,357,326,25,4,2,NA,161,49,31,NA,NA,357,NA,NA,NA
2005,Erie,NY,365,193,125,42,5,NA,195,107,48,NA,74,162,70,59,NA
2005,Essex,NY,365,268,78,18,1,NA,156,77,43,NA,NA,334,NA,31,NA
2005,Franklin,NY,365,313,38,12,2,NA,156,61,23,NA,NA,178,96,NA,91
2005,Hamilton,NY,364,327,30,7,NA,NA,150,51,35,NA,NA,351,13,NA,NA
2005,Herkimer,NY,360,325,33,2,NA,NA,129,50,35,NA,NA,355,5,NA,NA
2005,Jefferson,NY,217,164,36,14,3,NA,187,93,41,NA,NA,217,NA,NA,NA
2005,Kings,NY,364,302,59,3,NA,NA,116,63,14,251,NA,NA,NA,113,NA
2005,Madison,NY,364,309,46,9,NA,NA,122,61,37,NA,NA,326,38,NA,NA
2005,Monroe,NY,365,285,67,13,NA,NA,147,75,34,4,NA,227,58,76,NA
2005,Nassau,NY,356,295,59,2,NA,NA,112,60,34,NA,226,NA,40,90,NA
2005,New York,NY,365,176,182,7,NA,NA,121,79,52,NA,220,NA,54,91,NA
2005,Niagara,NY,365,265,69,27,4,NA,185,93,36,12,NA,184,96,72,1
2005,Oneida,NY,217,196,18,3,NA,NA,133,50,35,NA,NA,217,NA,NA,NA
2005,Onondaga,NY,365,297,53,13,2,NA,154,74,33,37,NA,256,35,37,NA
2005,Orange,NY,264,166,79,14,5,NA,174,93,46,NA,NA,204,NA,60,NA
2005,Putnam,NY,364,304,39,15,5,1,217,71,31,NA,NA,259,105,NA,NA
2005,Queens,NY,365,191,155,15,4,NA,166,80,49,NA,124,70,15,156,NA
2005,Rensselaer,NY,355,301,39,14,1,NA,187,64,38,NA,NA,335,20,NA,NA
2005,Richmond,NY,263,169,72,14,8,NA,190,96,43,NA,NA,176,NA,87,NA
2005,Saratoga,NY,298,244,41,10,3,NA,172,67,40,NA,NA,298,NA,NA,NA
2005,Schenectady,NY,365,332,26,7,NA,NA,147,49,32,10,NA,324,31,NA,NA
2005,St. Lawrence,NY,111,87,24,NA,NA,NA,98,63,24,NA,NA,NA,NA,111,NA
2005,Steuben,NY,340,235,103,2,NA,NA,123,69,33,NA,NA,NA,NA,340,NA
2005,Suffolk,NY,365,235,102,19,9,NA,190,93,44,NA,16,241,69,39,NA
2005,Tompkins,NY,363,285,66,10,2,NA,151,77,40,NA,NA,331,NA,32,NA
2005,Ulster,NY,359,306,42,11,NA,NA,147,58,40,NA,NA,355,4,NA,NA
2005,Wayne,NY,213,191,21,1,NA,NA,112,51,32,NA,NA,213,NA,NA,NA
2005,Westchester,NY,364,272,69,14,8,1,201,80,40,NA,NA,299,NA,65,NA
2005,Oswego,NY,205,151,38,14,2,NA,166,93,43,NA,NA,205,NA,NA,NA
2005,Franklin,OH,365,200,122,36,6,1,201,105,47,10,NA,170,37,80,68
2005,Hamilton,OH,365,154,138,60,12,1,208,126,60,NA,92,122,76,75,NA
2005,Jefferson,OH,365,153,127,74,11,NA,183,125,59,14,NA,120,170,57,4
2005,Madison,OH,214,120,62,29,3,NA,174,108,48,NA,NA,214,NA,NA,NA
2005,Adams,OH,355,313,33,9,NA,NA,140,54,17,NA,NA,NA,355,NA,NA
2005,Allen,OH,358,265,70,21,2,NA,159,87,33,NA,NA,209,127,NA,22
2005,Ashtabula,OH,362,279,53,23,7,NA,197,90,34,NA,NA,207,155,NA,NA
2005,Athens,OH,61,31,26,3,1,NA,194,90,50,NA,NA,NA,NA,61,NA
2005,Belmont,OH,354,243,63,44,4,NA,200,105,31,NA,NA,NA,354,NA,NA
2005,Butler,OH,365,167,145,45,7,1,201,112,52,NA,NA,176,113,75,1
2005,Clark,OH,365,218,117,25,5,NA,177,93,45,NA,NA,181,110,74,NA
2005,Clermont,OH,344,185,122,35,2,NA,159,101,49,NA,NA,162,114,68,NA
2005,Clinton,OH,214,113,65,33,3,NA,179,119,49,NA,NA,214,NA,NA,NA
2005,Columbiana,OH,357,266,69,22,NA,NA,149,85,24,NA,NA,NA,315,NA,42
2005,Crawford,OH,342,266,53,23,NA,NA,147,80,36,NA,NA,342,NA,NA,NA
2005,Cuyahoga,OH,365,145,176,40,4,NA,182,105,59,2,38,90,104,100,31
2005,Delaware,OH,214,119,71,23,1,NA,172,108,47,NA,NA,214,NA,NA,NA
2005,Fayette,OH,353,261,64,26,2,NA,156,93,38,NA,NA,353,NA,NA,NA
2005,Gallia,OH,345,293,41,10,1,NA,154,64,23,NA,NA,NA,345,NA,NA
2005,Geauga,OH,206,107,63,30,6,NA,164,115,49,NA,NA,206,NA,NA,NA
2005,Greene,OH,264,125,110,27,2,NA,161,101,52,NA,NA,181,NA,82,1
2005,Hancock,OH,61,61,NA,NA,NA,NA,42,32,23,NA,NA,NA,NA,NA,61
2005,Knox,OH,213,128,66,17,2,NA,190,100,46,NA,NA,213,NA,NA,NA
2005,Lake,OH,365,149,128,72,15,1,214,128,61,2,NA,123,194,46,NA
2005,Lawrence,OH,363,236,114,12,1,NA,173,84,41,NA,NA,141,117,105,NA
2005,Licking,OH,234,149,61,22,2,NA,151,101,44,NA,NA,206,NA,NA,28
2005,Lorain,OH,262,147,94,19,2,NA,185,97,47.5,NA,NA,174,NA,88,NA
2005,Lucas,OH,365,185,140,34,5,1,203,105,49,NA,NA,146,92,73,54
2005,Mahoning,OH,365,218,124,21,2,NA,174,91,44,NA,NA,146,129,90,NA
2005,Medina,OH,226,111,85,25,5,NA,190,107,51,NA,NA,175,NA,51,NA
2005,Meigs,OH,358,296,53,9,NA,NA,150,66,17,NA,NA,NA,358,NA,NA
2005,Miami,OH,214,132,62,20,NA,NA,150,93,45.5,NA,NA,214,NA,NA,NA
2005,Montgomery,OH,365,222,116,26,1,NA,174,92,43,99,NA,165,NA,101,NA
2005,Morgan,OH,347,257,47,36,7,NA,200,110,27,NA,NA,NA,347,NA,NA
2005,Noble,OH,355,240,90,24,1,NA,154,90,41,NA,NA,296,NA,59,NA
2005,Portage,OH,257,124,96,28,8,1,202,119,52,NA,NA,178,NA,79,NA
2005,Preble,OH,263,136,108,18,1,NA,154,93,50,NA,NA,173,NA,90,NA
2005,Scioto,OH,365,224,136,5,NA,NA,133,79,43,NA,NA,NA,125,99,141
2005,Stark,OH,361,213,114,30,3,1,201,97,45,100,NA,166,NA,95,NA
2005,Summit,OH,365,148,148,64,5,NA,177,116,57,4,NA,131,147,83,NA
